PLATE ID;NODE ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;361;3210;-2;1;0
0;2;0;0;361;1879;-2;2;1
0;3;0;0;315;1879;62;3;2
0;4;315;0;46;1879;-1;3;2
0;5;0;1879;361;1123;279;2;1
0;6;0;3002;361;208;-1;2;1
0;7;361;0;608;3210;-2;1;0
0;8;361;0;608;1879;-2;2;7
0;9;361;0;315;1879;63;3;8
0;10;676;0;293;1879;-1;3;8
0;11;361;1879;608;999;-2;2;7
0;12;361;1879;295;999;93;3;11
0;13;656;1879;313;999;-1;3;11
0;14;361;2878;608;308;0;2;7
0;15;361;3186;608;24;-1;2;7
0;16;969;0;551;3210;-2;1;0
0;17;969;0;551;1835;-2;2;16
0;18;969;0;468;1835;64;3;17
0;19;1437;0;83;1835;-1;3;17
0;20;969;1835;551;1318;248;2;16
0;21;969;3153;551;57;-1;2;16
0;22;1520;0;551;3210;-2;1;0
0;23;1520;0;551;1835;-2;2;22
0;24;1520;0;468;1835;65;3;23
0;25;1988;0;83;1835;-1;3;23
0;26;1520;1835;551;1318;249;2;22
0;27;1520;3153;551;57;-1;2;22
0;28;2071;0;761;3210;-2;1;0
0;29;2071;0;761;590;-2;2;28
0;30;2071;0;215;590;1;3;29
0;31;2286;0;546;590;-1;3;29
0;32;2071;590;761;2083;-2;2;28
0;33;2071;590;471;2083;2;3;32
0;34;2542;590;290;2083;-1;3;32
0;35;2071;2673;761;481;31;2;28
0;36;2071;3154;761;56;-1;2;28
0;37;2832;0;590;3210;-2;1;0
0;38;2832;0;590;2083;-2;2;37
0;39;2832;0;471;2083;3;3;38
0;40;3303;0;119;2083;-1;3;38
0;41;2832;2083;590;999;-2;2;37
0;42;2832;2083;295;999;94;3;41
0;43;3127;2083;295;999;95;3;41
0;44;2832;3082;590;128;-1;2;37
0;45;3422;0;569;3210;-2;1;0
0;46;3422;0;569;999;-2;2;45
0;47;3422;0;295;999;96;3;46
0;48;3717;0;274;999;-1;3;46
0;49;3422;999;569;1958;97;2;45
0;50;3422;2957;569;253;-1;2;45
0;51;3991;0;942;3210;-2;1;0
0;52;3991;0;942;1958;-2;2;51
0;53;3991;0;569;1958;98;3;52
0;54;4560;0;373;1958;-1;3;52
0;55;3991;1958;942;1071;-2;2;51
0;56;3991;1958;472;1071;217;3;55
0;57;4463;1958;470;1071;218;3;55
0;58;3991;3029;942;181;-1;2;51
0;59;4933;0;928;3210;-2;1;0
0;60;4933;0;928;1633;-2;2;59
0;61;4933;0;493;1633;124;3;60
0;62;5426;0;435;1633;-1;3;60
0;63;4933;1633;928;1408;-2;2;59
0;64;4933;1633;464;1408;310;3;63
0;65;5397;1633;464;1408;311;3;63
0;66;4933;3041;928;169;-1;2;59
0;67;5861;0;139;3210;-1;1;0
1;68;0;0;6000;3210;-2;0;
1;69;0;0;493;3210;-2;1;68
1;70;0;0;493;1633;125;2;69
1;71;0;1633;493;1408;-2;2;69
1;72;0;1633;464;1408;312;3;71
1;73;464;1633;29;1408;-1;3;71
1;74;0;3041;493;169;-1;2;69
1;75;493;0;761;3210;-2;1;68
1;76;493;0;761;1633;-2;2;75
1;77;493;0;493;1633;126;3;76
1;78;986;0;268;1633;-1;3;76
1;79;493;1633;761;1008;-2;2;75
1;80;493;1633;379;1008;280;3;79
1;81;872;1633;382;1008;-1;3;79
1;82;493;2641;761;481;32;2;75
1;83;493;3122;761;88;-1;2;75
1;84;1254;0;551;3210;-2;1;68
1;85;1254;0;551;1868;-2;2;84
1;86;1254;0;356;1868;33;3;85
1;87;1610;0;195;1868;-1;3;85
1;88;1254;1868;551;1318;250;2;84
1;89;1254;3186;551;24;-1;2;84
1;90;1805;0;551;3210;-2;1;68
1;91;1805;0;551;1868;-2;2;90
