PLATE ID;NODE ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;639;3210;-2;1;0
0;2;0;0;639;1078;-2;2;1
0;3;0;0;296;1078;74;3;2
0;4;296;0;343;1078;-1;3;2
0;5;0;1078;639;1892;39;2;1
0;6;0;2970;639;240;-1;2;1
0;7;639;0;634;3210;-2;1;0
0;8;639;0;634;2076;-2;2;7
0;9;639;0;340;2076;40;3;8
0;10;979;0;294;2076;-1;3;8
0;11;639;2076;634;1032;26;2;7
0;12;639;3108;634;102;-1;2;7
0;13;1273;0;639;3210;-2;1;0
0;14;1273;0;639;1892;71;2;13
0;15;1273;1892;639;752;-2;2;13
0;16;1273;1892;367;752;27;3;15
0;17;1640;1892;272;752;-1;3;15
0;18;1273;2644;639;499;-2;2;13
0;19;1273;2644;588;499;1;3;18
0;20;1861;2644;51;499;-1;3;18
0;21;1273;3143;639;67;-1;2;13
0;22;1912;0;1208;3210;-2;1;0
0;23;1912;0;1208;1928;-2;2;22
0;24;1912;0;614;1928;28;3;23
0;25;2526;0;594;1928;-1;3;23
0;26;1912;1928;1208;1112;-2;2;22
0;27;1912;1928;456;1112;-2;3;26
0;28;1912;1928;456;792;41;4;27
0;29;1912;2720;456;320;-1;4;27
0;30;2368;1928;752;1112;72;3;26
0;31;1912;3040;1208;170;-1;2;22
0;32;3120;0;639;3210;-2;1;0
0;33;3120;0;639;1892;58;2;32
0;34;3120;1892;639;740;-2;2;32
0;35;3120;1892;430;740;73;3;34
0;36;3550;1892;209;740;-1;3;34
0;37;3120;2632;639;499;-2;2;32
0;38;3120;2632;588;499;13;3;37
0;39;3708;2632;51;499;-1;3;37
0;40;3120;3131;639;79;-1;2;32
0;41;3759;0;1317;3210;-2;1;0
0;42;3759;0;1317;1892;-2;2;41
0;43;3759;0;639;1892;45;3;42
0;44;4398;0;678;1892;-1;3;42
0;45;3759;1892;1317;687;-2;2;41
0;46;3759;1892;612;687;75;3;45
0;47;4371;1892;705;687;-1;3;45
0;48;3759;2579;1317;537;14;2;41
0;49;3759;3116;1317;94;-1;2;41
0;50;5076;0;419;3210;-2;1;0
0;51;5076;0;419;1472;-2;2;50
0;52;5076;0;340;1472;46;3;51
0;53;5416;0;79;1472;-1;3;51
0;54;5076;1472;419;1338;76;2;50
0;55;5076;2810;419;400;-1;2;50
0;56;5495;0;419;3210;-2;1;0
0;57;5495;0;419;1338;77;2;56
0;58;5495;1338;419;1872;-1;2;56
0;59;5914;0;86;3210;-1;1;0
1;60;0;0;6000;3210;-2;0;
1;61;0;0;752;3210;-2;1;60
1;62;0;0;752;1343;-2;2;61
1;63;0;0;428;1343;78;3;62
1;64;428;0;324;1343;-1;3;62
1;65;0;1343;752;1730;0;2;61
1;66;0;3073;752;137;-1;2;61
1;67;752;0;756;3210;-2;1;60
1;68;752;0;756;1343;-2;2;67
1;69;752;0;429;1343;79;3;68
1;70;1181;0;327;1343;-1;3;68
1;71;752;1343;756;1566;59;2;67
1;72;752;2909;756;301;-1;2;67
1;73;1508;0;799;3210;-2;1;60
1;74;1508;0;799;1978;29;2;73
1;75;1508;1978;799;1209;-2;2;73
1;76;1508;1978;682;1209;30;3;75
1;77;2190;1978;117;1209;-1;3;75
1;78;1508;3187;799;23;-1;2;73
1;79;2307;0;430;3210;-2;1;60
1;80;2307;0;430;1194;-2;2;79
1;81;2307;0;397;1194;31;3;80
1;82;2704;0;33;1194;-1;3;80
1;83;2307;1194;430;1194;-2;2;79
1;84;2307;1194;397;1194;32;3;83
1;85;2704;1194;33;1194;-1;3;83
1;86;2307;2388;430;610;47;2;79
1;87;2307;2998;430;212;-1;2;79
1;88;2737;0;430;3210;-2;1;60
1;89;2737;0;430;1194;-2;2;88
1;90;2737;0;397;1194;33;3;89
1;91;3134;0;33;1194;-1;3;89
1;92;2737;1194;430;1194;-2;2;88
1;93;2737;1194;397;1194;34;3;92
1;94;3134;1194;33;1194;-1;3;92
1;95;2737;2388;430;610;48;2;88
1;96;2737;2998;430;212;-1;2;88
1;97;3167;0;795;3210;-2;1;60
1;98;3167;0;795;1507;-2;2;97
1;99;3167;0;549;1507;49;3;98
1;100;3716;0;246;1507;-1;3;98
1;101;3167;1507;795;1615;-2;2;97
1;102;3167;1507;81;1615;-1;3;101
1;103;3248;1507;714;1615;35;3;101
1;104;3167;3122;795;88;-1;2;97
1;105;3962;0;746;3210;-2;1;60
1;106;3962;0;746;1507;-2;2;105
1;107;3962;0;549;1507;50;3;106
1;108;4511;0;197;1507;-1;3;106
1;109;3962;1507;746;1494;60;2;105
1;110;3962;3001;746;209;-1;2;105
1;111;4708;0;718;3210;-2;1;60
1;112;4708;0;718;1791;-2;2;111
1;113;4708;0;510;1791;61;3;112
1;114;5218;0;208;1791;-1;3;112
1;115;4708;1791;718;1275;15;2;111
1;116;4708;3066;718;144;-1;2;111
1;117;5426;0;554;3210;-2;1;60
1;118;5426;0;554;1004;36;2;117
1;119;5426;1004;554;976;-2;2;117
1;120;5426;1004;474;976;62;3;119
1;121;5900;1004;80;976;-1;3;119
1;122;5426;1980;554;976;-2;2;117
1;123;5426;1980;474;976;63;3;122
1;124;5900;1980;80;976;-1;3;122
1;125;5426;2956;554;254;-1;2;117
1;126;5980;0;20;3210;-1;1;60
2;127;0;0;6000;3210;-2;0;
2;128;0;0;610;3210;-2;1;127
2;129;0;0;610;1376;-2;2;128
2;130;0;0;472;1376;64;3;129
2;131;472;0;138;1376;-1;3;129
2;132;0;1376;610;1376;-2;2;128
2;133;0;1376;472;1376;65;3;132
2;134;472;1376;138;1376;-1;3;132
2;135;0;2752;610;430;51;2;128
2;136;0;3182;610;28;-1;2;128
2;137;610;0;499;3210;-2;1;127
2;138;610;0;499;1695;66;2;137
