PLATE ID;NODE ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;1122;3210;-2;1;0
0;2;0;0;1122;595;60;2;1
0;3;0;595;1122;1142;-2;2;1
0;4;0;595;315;1142;0;3;3
0;5;315;595;807;1142;-2;3;3
0;6;315;595;807;526;30;4;5
0;7;315;1121;807;526;31;4;5
0;8;315;1647;807;90;-1;4;5
0;9;0;1737;1122;359;-2;2;1
0;10;0;1737;804;359;40;3;9
0;11;804;1737;318;359;-1;3;9
0;12;0;2096;1122;1002;-2;2;1
0;13;0;2096;457;1002;-2;3;12
0;14;0;2096;457;55;-1;4;13
0;15;0;2151;457;947;10;4;13
0;16;457;2096;577;1002;-2;3;12
0;17;457;2096;577;399;11;4;16
0;18;457;2495;577;399;12;4;16
0;19;457;2894;577;204;-1;4;16
0;20;1034;2096;88;1002;-1;3;12
0;21;0;3098;1122;112;-1;2;1
0;22;1122;0;557;3210;-2;1;0
0;23;1122;0;557;1400;-2;2;22
0;24;1122;0;464;1400;50;3;23
0;25;1586;0;93;1400;-1;3;23
0;26;1122;1400;557;824;-2;2;22
0;27;1122;1400;502;824;51;3;26
0;28;1624;1400;55;824;-1;3;26
0;29;1122;2224;557;302;-2;2;22
0;30;1122;2224;527;302;52;3;29
0;31;1649;2224;30;302;-1;3;29
0;32;1122;2526;557;310;20;2;22
0;33;1122;2836;557;374;-1;2;22
0;34;1679;0;559;3210;-2;1;0
0;35;1679;0;559;807;-2;2;34
0;36;1679;0;526;807;32;3;35
0;37;2205;0;33;807;-1;3;35
0;38;1679;807;559;827;53;2;34
0;39;1679;1634;559;827;54;2;34
0;40;1679;2461;559;749;-1;2;34
0;41;2238;0;561;3210;-2;1;0
0;42;2238;0;561;1187;-2;2;41
0;43;2238;0;495;1187;33;3;42
0;44;2733;0;66;1187;-1;3;42
0;45;2238;1187;561;827;55;2;41
0;46;2238;2014;561;827;56;2;41
0;47;2238;2841;561;369;-1;2;41
0;48;2799;0;539;3210;-2;1;0
0;49;2799;0;539;1097;-2;2;48
0;50;2799;0;495;1097;34;3;49
0;51;3294;0;44;1097;-1;3;49
0;52;2799;1097;539;797;57;2;48
0;53;2799;1894;539;797;58;2;48
0;54;2799;2691;539;519;-1;2;48
0;55;3338;0;580;3210;-2;1;0
0;56;3338;0;580;130;-1;2;55
0;57;3338;130;580;804;-2;2;55
0;58;3338;130;359;804;59;3;57
0;59;3697;130;221;804;-1;3;57
0;60;3338;934;580;947;21;2;55
0;61;3338;1881;580;937;22;2;55
0;62;3338;2818;580;392;-1;2;55
0;63;3918;0;495;3210;-2;1;0
0;64;3918;0;495;717;-2;2;63
0;65;3918;0;440;717;23;3;64
0;66;4358;0;55;717;-1;3;64
0;67;3918;717;495;1097;35;2;63
0;68;3918;1814;495;1396;-1;2;63
0;69;4413;0;495;3210;-2;1;0
0;70;4413;0;495;1187;36;2;69
0;71;4413;1187;495;322;-2;2;69
0;72;4413;1187;392;322;37;3;71
0;73;4805;1187;103;322;-1;3;71
0;74;4413;1509;495;1701;-1;2;69
0;75;4908;0;352;3210;-2;1;0
0;76;4908;0;352;502;38;2;75
0;77;4908;502;352;1142;-2;2;75
0;78;4908;502;315;1142;1;3;77
0;79;5223;502;37;1142;-1;3;77
0;80;4908;1644;352;1566;-1;2;75
0;81;5260;0;695;3210;-2;1;0
0;82;5260;0;695;1207;24;2;81
0;83;5260;1207;695;327;-2;2;81
0;84;5260;1207;490;327;25;3;83
0;85;5750;1207;205;327;-1;3;83
0;86;5260;1534;695;1604;-2;2;81
0;87;5260;1534;544;1604;41;3;86
0;88;5804;1534;151;1604;-1;3;86
0;89;5260;3138;695;72;-1;2;81
0;90;5955;0;45;3210;-1;1;0
1;91;0;0;6000;3210;-2;0;
1;92;0;0;862;3210;-2;1;91
1;93;0;0;862;1604;-2;2;92
1;94;0;0;544;1604;42;3;93
1;95;544;0;277;1604;-2;3;93
1;96;544;0;277;695;26;4;95
1;97;544;695;277;909;-1;4;95
1;98;821;0;41;1604;-1;3;93
1;99;0;1604;862;831;61;2;92
1;100;0;2435;862;775;-1;2;92
1;101;862;0;1179;3210;-2;1;91
1;102;862;0;1179;1675;-2;2;101
1;103;862;0;277;1675;62;3;102
1;104;1139;0;902;1675;-2;3;102
1;105;1139;0;902;1558;2;4;104
1;106;1139;1558;902;117;-1;4;104
1;107;862;1675;1179;904;-2;2;101
1;108;862;1675;516;904;3;3;107
1;109;1378;1675;516;904;4;3;107
1;110;1894;1675;147;904;-1;3;107
1;111;862;2579;1179;631;-1;2;101
1;112;2041;0;588;3210;-2;1;91
1;113;2041;0;588;848;-2;2;112
1;114;2041;0;274;848;5;3;113
1;115;2315;0;274;848;6;3;113
1;116;2589;0;40;848;-1;3;113
1;117;2041;848;588;1104;7;2;112
1;118;2041;1952;588;1258;-1;2;112
1;119;2629;0;544;3210;-2;1;91
1;120;2629;0;544;57;-1;2;119
1;121;2629;57;544;1604;43;2;119
1;122;2629;1661;544;762;-2;2;119
1;123;2629;1661;506;762;8;3;122
1;124;3135;1661;38;762;-1;3;122
1;125;2629;2423;544;787;-1;2;119
1;126;3173;0;704;3210;-2;1;91
1;127;3173;0;704;1431;44;2;126
1;128;3173;1431;704;968;-2;2;126
1;129;3173;1431;449;968;45;3;128
1;130;3622;1431;255;968;-1;3;128
1;131;3173;2399;704;811;-1;2;126
1;132;3877;0;1819;3210;-2;1;91
1;133;3877;0;1819;1675;-2;2;132
1;134;3877;0;324;1675;-2;3;133
1;135;3877;0;324;1567;46;4;134
1;136;3877;1567;324;108;-1;4;134
1;137;4201;0;324;1675;-2;3;133
1;138;4201;0;324;1567;47;4;137
1;139;4201;1567;324;108;-1;4;137
1;140;4525;0;324;1675;-2;3;133
1;141;4525;0;324;1567;48;4;140
1;142;4525;1567;324;108;-1;4;140
1;143;4849;0;324;1675;-2;3;133
1;144;4849;0;324;1567;49;4;143
1;145;4849;1567;324;108;-1;4;143
1;146;5173;0;523;1675;63;3;133
1;147;3877;1675;1819;1277;-2;2;132
1;148;3877;1675;899;1277;27;3;147
1;149;4776;1675;743;1277;-2;3;147
1;150;4776;1675;743;1075;39;4;149
1;151;4776;2750;743;202;-1;4;149
1;152;5519;1675;177;1277;-1;3;147
1;153;3877;2952;1819;258;-1;2;132
1;154;5696;0;304;3210;-1;1;91
2;155;0;0;6000;3210;-2;0;
2;156;0;0;1004;3210;-2;1;155
2;157;0;0;1004;84;-1;2;156
2;158;0;84;1004;1277;-2;2;156
2;159;0;84;899;1277;28;3;158
2;160;899;84;105;1277;-1;3;158
2;161;0;1361;1004;1303;64;2;156
2;162;0;2664;1004;457;-2;2;156
2;163;0;2664;947;457;29;3;162
2;164;947;2664;57;457;-1;3;162
2;165;0;3121;1004;89;-1;2;156
2;166;1004;0;1991;3210;-2;1;155
2;167;1004;0;1991;2125;-2;2;166
2;168;1004;0;670;2125;13;3;167
2;169;1674;0;625;2125;-2;3;167
2;170;1674;0;625;380;-1;4;169
2;171;1674;380;625;1455;14;4;169
2;172;1674;1835;625;290;-1;4;169
2;173;2299;0;696;2125;-2;3;167
2;174;2299;0;696;1847;9;4;173
2;175;2299;1847;696;278;-1;4;173
2;176;1004;2125;1991;1004;-2;2;166
2;177;1004;2125;1303;1004;65;3;176
2;178;2307;2125;445;1004;-2;3;176
2;179;2307;2125;445;740;66;4;178
2;180;2307;2865;445;264;-1;4;178
2;181;2752;2125;243;1004;-1;3;176
2;182;1004;3129;1991;81;-1;2;166
2;183;2995;0;2155;3210;-2;1;155
2;184;2995;0;2155;105;-1;2;183
2;185;2995;105;2155;599;15;2;183
2;186;2995;704;2155;599;16;2;183
2;187;2995;1303;2155;599;17;2;183
2;188;2995;1902;2155;599;18;2;183
2;189;2995;2501;2155;650;-2;2;183
2;190;2995;2501;580;650;19;3;189
2;191;3575;2501;1315;650;-2;3;189
2;192;3575;2501;1315;592;67;4;191
2;193;3575;3093;1315;58;-1;4;191
2;194;4890;2501;260;650;-1;3;189
2;195;2995;3151;2155;59;-1;2;183
2;196;5150;0;850;3210;-1;1;155
