PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;1;0;0.0;6000;3210.0;-2;0;
0;2;0;0.0;0;3210.0;-1;1;1
0;3;0;0.0;1124;3210.0;-2;1;1
0;4;0;0.0;1124;0.0;-1;2;3
0;5;0;0.0;1124;910.0;-2;2;3
0;6;0;0.0;0;910.0;-1;3;5
0;7;0;0.0;701;910.0;26;3;5
0;8;0;910.0;1124;0.0;-1;2;3
0;9;0;910.0;1124;500.0;-2;2;3
0;10;0;910.0;0;500.0;-1;3;9
0;11;0;910.0;540;500.0;71;3;9
0;12;0;1410.0;1124;0.0;-1;2;3
0;13;0;1410.0;1124;1515.0;-2;2;3
0;14;0;1410.0;0;1515.0;-1;3;13
0;15;0;1410.0;403;1515.0;0;3;13
0;16;403;1410.0;0;1515.0;-1;3;13
0;17;403;1410.0;721;1515.0;-2;3;13
0;18;403;1410.0;721;0.0;-1;4;17
0;19;403;1410.0;721;335.0;63;4;17
0;20;1124;0.0;0;3210.0;-1;1;1
0;21;1124;0.0;814;3210.0;-2;1;1
0;22;1124;0.0;814;0.0;-1;2;21
0;23;1124;0.0;814;818.0;-2;2;21
0;24;1124;0.0;0;818.0;-1;3;23
0;25;1124;0.0;808;818.0;16;3;23
0;26;1124;818.0;814;0.0;-1;2;21
0;27;1124;818.0;814;719.0;-2;2;21
0;28;1124;818.0;0;719.0;-1;3;27
0;29;1124;818.0;381;719.0;53;3;27
0;30;1124;1537.0;814;0.0;-1;2;21
0;31;1124;1537.0;814;1020.0;36;2;21
0;32;1938;0.0;0;3210.0;-1;1;1
0;33;1938;0.0;814;3210.0;-2;1;1
0;34;1938;0.0;814;0.0;-1;2;33
0;35;1938;0.0;814;1020.0;37;2;33
0;36;1938;1020.0;814;0.0;-1;2;33
0;37;1938;1020.0;814;398.0;-2;2;33
0;38;1938;1020.0;0;398.0;-1;3;37
0;39;1938;1020.0;601;398.0;72;3;37
0;40;1938;1418.0;814;0.0;-1;2;33
0;41;1938;1418.0;814;399.0;-2;2;33
0;42;1938;1418.0;0;399.0;-1;3;41
0;43;1938;1418.0;769;399.0;54;3;41
0;44;1938;1817.0;814;0.0;-1;2;33
0;45;1938;1817.0;814;872.0;-2;2;33
0;46;1938;1817.0;0;872.0;-1;3;45
0;47;1938;1817.0;539;872.0;73;3;45
0;48;2752;0.0;499;3210.0;-1;1;1
0;49;3251;0.0;1030;3210.0;-2;1;1
0;50;3251;0.0;1030;1020.0;-1;2;49
0;51;3251;1020.0;1030;2093.0;38;2;49
0;52;4281;0.0;0;3210.0;-1;1;1
0;53;4281;0.0;1286;3210.0;-2;1;1
0;54;4281;0.0;1286;0.0;-1;2;53
0;55;4281;0.0;1286;735.0;-2;2;53
0;56;4281;0.0;0;735.0;-1;3;55
0;57;4281;0.0;872;735.0;74;3;55
0;58;4281;735.0;1286;0.0;-1;2;53
0;59;4281;735.0;1286;1495.0;-2;2;53
0;60;4281;735.0;0;1495.0;-1;3;59
0;61;4281;735.0;386;1495.0;1;3;59
0;62;4281;2230.0;1286;0.0;-1;2;53
0;63;4281;2230.0;1286;420.0;10;2;53
0;64;4281;2650.0;1286;0.0;-1;2;53
0;65;4281;2650.0;1286;462.0;-2;2;53
0;66;4281;2650.0;0;462.0;-1;3;65
0;67;4281;2650.0;1115;462.0;17;3;65
1;68;0;0.0;6000;3210.0;-2;0;
1;69;0;0.0;0;3210.0;-1;1;68
1;70;0;0.0;1463;3210.0;-2;1;68
1;71;0;0.0;1463;0.0;-1;2;70
1;72;0;0.0;1463;872.0;-2;2;70
1;73;0;0.0;0;872.0;-1;3;72
1;74;0;0.0;545;872.0;75;3;72
