PLATE ID;NODE ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;464;3210;-2;1;0
0;2;0;0;464;1400;50;2;1
0;3;0;1400;464;557;-2;2;1
0;4;0;1400;310;557;20;3;3
0;5;310;1400;154;557;-1;3;3
0;6;0;1957;464;1253;-1;2;1
0;7;464;0;630;3210;-2;1;0
0;8;464;0;630;1142;-2;2;7
0;9;464;0;315;1142;0;3;8
0;10;779;0;315;1142;1;3;8
0;11;464;1142;630;804;-2;2;7
0;12;464;1142;359;804;40;3;11
0;13;823;1142;271;804;-1;3;11
0;14;464;1946;630;1264;-1;2;7
0;15;1094;0;544;3210;-2;1;0
0;16;1094;0;544;1604;41;2;15
0;17;1094;1604;544;1606;-1;2;15
0;18;1638;0;544;3210;-2;1;0
0;19;1638;0;544;1604;42;2;18
0;20;1638;1604;544;1606;-1;2;18
0;21;2182;0;544;3210;-2;1;0
0;22;2182;0;544;1604;43;2;21
0;23;2182;1604;544;1606;-1;2;21
0;24;2726;0;595;3210;-2;1;0
0;25;2726;0;595;1122;60;2;24
0;26;2726;1122;595;2088;-1;2;24
0;27;3321;0;457;3210;-2;1;0
0;28;3321;0;457;130;-1;2;27
0;29;3321;130;457;947;10;2;27
0;30;3321;1077;457;2133;-1;2;27
0;31;3778;0;580;3210;-2;1;0
0;32;3778;0;580;947;21;2;31
0;33;3778;947;580;2263;-1;2;31
0;34;4358;0;1608;3210;-2;1;0
0;35;4358;0;1608;937;-2;2;34
0;36;4358;0;580;937;22;3;35
0;37;4938;0;502;937;-2;3;35
0;38;4938;0;502;824;51;4;37
0;39;4938;824;502;113;-1;4;37
0;40;5440;0;526;937;-2;3;35
0;41;5440;0;526;807;30;4;40
0;42;5440;807;526;130;-1;4;40
0;43;4358;937;1608;577;-2;2;34
0;44;4358;937;527;577;-2;3;43
0;45;4358;937;527;302;52;4;44
0;46;4358;1239;527;275;-1;4;44
0;47;4885;937;577;577;-2;3;43
0;48;4885;937;577;399;11;4;47
0;49;4885;1336;577;178;-1;4;47
0;50;5462;937;399;577;12;3;43
0;51;5861;937;105;577;-1;3;43
0;52;4358;1514;1608;1696;-1;2;34
0;53;5966;0;34;3210;-1;1;0
1;54;0;0;6000;3210;-2;0;
1;55;0;0;670;3210;-2;1;54
