PLATE ID;NODE ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;653;3210;-2;1;0
0;2;0;0;653;1993;-2;2;1
0;3;0;0;425;1993;27;3;2
0;4;425;0;228;1993;-1;3;2
0;5;0;1993;653;567;-2;2;1
0;6;0;1993;312;567;34;3;5
0;7;312;1993;341;567;-1;3;5
0;8;0;2560;653;522;10;2;1
0;9;0;3082;653;128;-1;2;1
0;10;653;0;716;3210;-2;1;0
0;11;653;0;716;1993;-2;2;10
0;12;653;0;425;1993;28;3;11
0;13;1078;0;291;1993;-1;3;11
0;14;653;1993;716;692;-2;2;10
0;15;653;1993;356;692;0;3;14
0;16;1009;1993;360;692;-1;3;14
0;17;653;2685;716;446;36;2;10
0;18;653;3131;716;79;-1;2;10
0;19;1369;0;893;3210;-2;1;0
0;20;1369;0;893;1278;-2;2;19
0;21;1369;0;416;1278;50;3;20
0;22;1785;0;477;1278;-1;3;20
0;23;1369;1278;893;1908;1;2;19
0;24;1369;3186;893;24;-1;2;19
0;25;2262;0;630;3210;-2;1;0
0;26;2262;0;630;1278;-2;2;25
0;27;2262;0;416;1278;51;3;26
0;28;2678;0;214;1278;-1;3;26
0;29;2262;1278;630;1772;59;2;25
0;30;2262;3050;630;160;-1;2;25
0;31;2892;0;669;3210;-2;1;0
0;32;2892;0;669;1278;-2;2;31
0;33;2892;0;416;1278;52;3;32
0;34;3308;0;253;1278;-1;3;32
0;35;2892;1278;669;1691;45;2;31
0;36;2892;2969;669;241;-1;2;31
0;37;3561;0;744;3210;-2;1;0
0;38;3561;0;744;1998;2;2;37
0;39;3561;1998;744;499;-2;2;37
0;40;3561;1998;281;499;46;3;39
0;41;3842;1998;463;499;-1;3;39
0;42;3561;2497;744;653;-2;2;37
0;43;3561;2497;522;653;11;3;42
0;44;4083;2497;222;653;-1;3;42
0;45;3561;3150;744;60;-1;2;37
0;46;4305;0;533;3210;-2;1;0
0;47;4305;0;533;1998;3;2;46
0;48;4305;1998;533;558;-1;2;46
0;49;4305;2556;533;590;-2;2;46
0;50;4305;2556;446;590;37;3;49
0;51;4751;2556;87;590;-1;3;49
0;52;4305;3146;533;64;-1;2;46
0;53;4838;0;744;3210;-2;1;0
0;54;4838;0;744;2018;4;2;53
0;55;4838;2018;744;315;-1;2;53
0;56;4838;2333;744;844;-2;2;53
0;57;4838;2333;541;844;29;3;56
0;58;5379;2333;203;844;-1;3;56
0;59;4838;3177;744;33;-1;2;53
0;60;5582;0;418;3210;-1;1;0
1;61;0;0;6000;3210;-2;0;
1;62;0;0;560;3210;-2;1;61
1;63;0;0;560;1768;30;2;62
1;64;0;1768;560;767;-2;2;62
1;65;0;1768;412;767;35;3;64
1;66;412;1768;148;767;-1;3;64
1;67;0;2535;560;653;-2;2;62
1;68;0;2535;522;653;12;3;67
1;69;522;2535;38;653;-1;3;67
1;70;0;3188;560;22;-1;2;62
1;71;560;0;870;3210;-2;1;61
1;72;560;0;870;1768;-2;2;71
1;73;560;0;560;1768;31;3;72
1;74;1120;0;310;1768;-1;3;72
1;75;560;1768;870;954;-2;2;71
1;76;560;1768;318;954;32;3;75
1;77;878;1768;552;954;-1;3;75
1;78;560;2722;870;459;60;2;71
1;79;560;3181;870;29;-1;2;71
1;80;1430;0;744;3210;-2;1;61
1;81;1430;0;744;2033;5;2;80
1;82;1430;2033;744;865;-2;2;80
1;83;1430;2033;499;865;47;3;82
1;84;1929;2033;245;865;-1;3;82
1;85;1430;2898;744;312;-1;2;80
1;86;2174;0;738;3210;-2;1;61
1;87;2174;0;738;1297;-2;2;86
1;88;2174;0;558;1297;61;3;87
1;89;2732;0;180;1297;-1;3;87
1;90;2174;1297;738;1781;62;2;86
1;91;2174;3078;738;132;-1;2;86
1;92;2912;0;790;3210;-2;1;61
1;93;2912;0;790;1538;-2;2;92
1;94;2912;0;650;1538;33;3;93
1;95;3562;0;140;1538;-1;3;93
1;96;2912;1538;790;1592;53;2;92
1;97;2912;3130;790;80;-1;2;92
1;98;3702;0;744;3210;-2;1;61
1;99;3702;0;744;1702;54;2;98
1;100;3702;1702;744;1227;-2;2;98
1;101;3702;1702;324;1227;55;3;100
1;102;4026;1702;324;1227;56;3;100
1;103;4350;1702;96;1227;-1;3;100
1;104;3702;2929;744;281;-1;2;98
1;105;4446;0;654;3210;-2;1;61
1;106;4446;0;654;601;-2;2;105
1;107;4446;0;446;601;48;3;106
1;108;4892;0;208;601;-1;3;106
1;109;4446;601;654;616;-2;2;105
1;110;4446;601;446;616;49;3;109
1;111;4892;601;208;616;-1;3;109
1;112;4446;1217;654;512;-2;2;105
1;113;4446;1217;480;512;13;3;112
1;114;4926;1217;174;512;-1;3;112
1;115;4446;1729;654;1094;14;2;105
1;116;4446;2823;654;387;-1;2;105
1;117;5100;0;551;3210;-2;1;61
1;118;5100;0;551;1414;15;2;117
1;119;5100;1414;551;1414;16;2;117
1;120;5100;2828;551;382;-1;2;117
1;121;5651;0;349;3210;-1;1;61
2;122;0;0;6000;3210;-2;0;
2;123;0;0;704;3210;-2;1;122
2;124;0;0;704;2018;-2;2;123
2;125;0;0;493;2018;17;3;124
2;126;493;0;211;2018;-1;3;124
2;127;0;2018;704;940;19;2;123
2;128;0;2958;704;252;-1;2;123
2;129;704;0;790;3210;-2;1;122
2;130;704;0;790;2033;-2;2;129
2;131;704;0;433;2033;18;3;130
2;132;1137;0;357;2033;-1;3;130
2;133;704;2033;790;689;-2;2;129
2;134;704;2033;571;689;38;3;133
2;135;1275;2033;219;689;-1;3;133
2;136;704;2722;790;157;-1;2;129
2;137;704;2879;790;204;39;2;129
2;138;704;3083;790;127;-1;2;129
2;139;1494;0;586;3210;-2;1;122
2;140;1494;0;586;2095;-2;2;139
2;141;1494;0;547;2095;20;3;140
