PLATE ID;NODE ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;847;3210;-2;1;0
0;2;0;0;847;2261;-2;2;1
0;3;0;0;443;2261;26;3;2
0;4;443;0;404;2261;-1;3;2
0;5;0;2261;847;804;-2;2;1
0;6;0;2261;269;804;-2;3;5
0;7;0;2261;269;597;39;4;6
0;8;0;2858;269;207;-1;4;6
0;9;269;2261;578;804;0;3;5
0;10;0;3065;847;145;-1;2;1
0;11;847;0;822;3210;-2;1;0
0;12;847;0;822;2261;-2;2;11
0;13;847;0;443;2261;27;3;12
0;14;1290;0;379;2261;-1;3;12
0;15;847;2261;822;928;-2;2;11
0;16;847;2261;411;928;1;3;15
0;17;1258;2261;411;928;2;3;15
0;18;847;3189;822;21;-1;2;11
0;19;1669;0;443;3210;-2;1;0
0;20;1669;0;443;2261;13;2;19
0;21;1669;2261;443;928;-2;2;19
0;22;1669;2261;411;928;3;3;21
0;23;2080;2261;32;928;-1;3;21
0;24;1669;3189;443;21;-1;2;19
0;25;2112;0;443;3210;-2;1;0
0;26;2112;0;443;2080;-2;2;25
0;27;2112;0;401;2080;40;3;26
0;28;2513;0;42;2080;-1;3;26
0;29;2112;2080;443;449;28;2;25
0;30;2112;2529;443;449;14;2;25
0;31;2112;2978;443;232;-1;2;25
0;32;2555;0;443;3210;-2;1;0
0;33;2555;0;443;2080;-2;2;32
0;34;2555;0;401;2080;41;3;33
0;35;2956;0;42;2080;-1;3;33
0;36;2555;2080;443;449;15;2;32
0;37;2555;2529;443;449;29;2;32
0;38;2555;2978;443;232;-1;2;32
0;39;2998;0;443;3210;-2;1;0
0;40;2998;0;443;911;-1;2;39
0;41;2998;911;443;2261;30;2;39
0;42;2998;3172;443;38;-1;2;39
0;43;3441;0;1329;3210;-2;1;0
0;44;3441;0;1329;2295;-2;2;43
0;45;3441;0;443;2295;16;3;44
0;46;3884;0;443;2295;17;3;44
0;47;4327;0;443;2295;-2;3;44
0;48;4327;0;443;2261;31;4;47
0;49;4327;2261;443;34;-1;4;47
0;50;3441;2295;1329;449;-2;2;43
0;51;3441;2295;443;449;32;3;50
0;52;3884;2295;886;449;-1;3;50
0;53;3441;2744;1329;443;-2;2;43
0;54;3441;2744;449;443;33;3;53
0;55;3890;2744;880;443;-1;3;53
0;56;3441;3187;1329;23;-1;2;43
0;57;4770;0;482;3210;-2;1;0
0;58;4770;0;482;1414;-2;2;57
0;59;4770;0;298;1414;18;3;58
0;60;5068;0;184;1414;-1;3;58
0;61;4770;1414;482;1414;-2;2;57
0;62;4770;1414;184;1414;-1;3;61
0;63;4954;1414;298;1414;19;3;61
0;64;4770;2828;482;382;-1;2;57
0;65;5252;0;443;3210;-2;1;0
0;66;5252;0;443;2261;34;2;65
0;67;5252;2261;443;949;-1;2;65
0;68;5695;0;305;3210;-1;1;0
1;69;0;0;6000;3210;-2;0;
1;70;0;0;443;3210;-2;1;69
