PLATE ID;NODE ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;480;3210;-2;1;0
0;2;0;0;480;1239;-2;2;1
0;3;0;0;255;1239;270;3;2
0;4;255;0;225;1239;-1;3;2
0;5;0;1239;480;373;-2;2;1
0;6;0;1239;333;373;360;3;5
0;7;333;1239;147;373;-1;3;5
0;8;0;1612;480;333;-2;2;1
0;9;0;1612;373;333;361;3;8
0;10;373;1612;107;333;-1;3;8
0;11;0;1945;480;531;210;2;1
0;12;0;2476;480;712;-2;2;1
0;13;0;2476;436;712;150;3;12
0;14;436;2476;44;712;-1;3;12
0;15;0;3188;480;22;-1;2;1
0;16;480;0;485;3210;-2;1;0
0;17;480;0;485;1414;-2;2;16
0;18;480;0;255;1414;-2;3;17
0;19;480;0;255;1239;271;4;18
0;20;480;1239;255;175;-1;4;18
0;21;735;0;230;1414;330;3;17
0;22;480;1414;485;1100;-2;2;16
0;23;480;1414;443;1100;30;3;22
0;24;923;1414;42;1100;-1;3;22
0;25;480;2514;485;380;-2;2;16
0;26;480;2514;442;380;331;3;25
0;27;922;2514;43;380;-1;3;25
0;28;480;2894;485;316;-1;2;16
0;29;965;0;431;3210;-2;1;0
0;30;965;0;431;1849;-2;2;29
0;31;965;0;365;1849;300;3;30
0;32;1330;0;66;1849;-1;3;30
0;33;965;1849;431;712;151;2;29
0;34;965;2561;431;649;-1;2;29
0;35;1396;0;518;3210;-2;1;0
0;36;1396;0;518;624;-2;2;35
0;37;1396;0;343;624;152;3;36
0;38;1739;0;175;624;-1;3;36
0;39;1396;624;518;542;-2;2;35
0;40;1396;624;471;542;362;3;39
0;41;1867;624;47;542;-1;3;39
0;42;1396;1166;518;89;-1;2;35
0;43;1396;1255;518;542;-2;2;35
0;44;1396;1255;471;542;363;3;43
0;45;1867;1255;47;542;-1;3;43
0;46;1396;1797;518;564;31;2;35
0;47;1396;2361;518;849;-1;2;35
0;48;1914;0;518;3210;-2;1;0
0;49;1914;0;518;1223;-2;2;48
0;50;1914;0;341;1223;153;3;49
0;51;2255;0;177;1223;-1;3;49
0;52;1914;1223;518;564;32;2;48
0;53;1914;1787;518;564;33;2;48
0;54;1914;2351;518;859;-1;2;48
0;55;2432;0;660;3210;-2;1;0
0;56;2432;0;660;1223;-2;2;55
0;57;2432;0;341;1223;154;3;56
0;58;2773;0;319;1223;-2;3;56
0;59;2773;0;319;1094;332;4;58
0;60;2773;1094;319;129;-1;4;58
0;61;2432;1223;660;518;-2;2;55
0;62;2432;1223;564;518;34;3;61
0;63;2996;1223;96;518;-1;3;61
0;64;2432;1741;660;520;-2;2;55
0;65;2432;1741;564;520;35;3;64
0;66;2996;1741;96;520;-1;3;64
0;67;2432;2261;660;949;-1;2;55
0;68;3092;0;564;3210;-2;1;0
0;69;3092;0;564;1046;-2;2;68
0;70;3092;0;407;1046;272;3;69
0;71;3499;0;157;1046;-1;3;69
0;72;3092;1046;564;618;36;2;68
0;73;3092;1664;564;618;37;2;68
0;74;3092;2282;564;928;-1;2;68
0;75;3656;0;759;3210;-2;1;0
0;76;3656;0;759;1081;-2;2;75
0;77;3656;0;407;1081;-2;3;76
0;78;3656;0;407;1046;273;4;77
0;79;3656;1046;407;35;-1;4;77
0;80;4063;0;352;1081;274;3;76
0;81;3656;1081;759;1245;-2;2;75
0;82;3656;1081;383;1245;38;3;81
0;83;4039;1081;376;1245;-1;3;81
0;84;3656;2326;759;884;-1;2;75
0;85;4415;0;370;3210;-2;1;0
0;86;4415;0;370;1849;333;2;85
0;87;4415;1849;370;1361;-1;2;85
0;88;4785;0;1215;3210;-1;1;0
1;89;0;0;6000;3210;-2;0;
1;90;0;0;612;3210;-2;1;89
1;91;0;0;612;1022;-2;2;90
1;92;0;0;461;1022;364;3;91
1;93;461;0;151;1022;-1;3;91
1;94;0;1022;612;899;275;2;90
1;95;0;1921;612;360;-1;2;90
1;96;0;2281;612;899;276;2;90
1;97;0;3180;612;30;-1;2;90
1;98;612;0;420;3210;-2;1;89
1;99;612;0;420;1737;301;2;98
1;100;612;1737;420;1245;-2;2;98
1;101;612;1737;383;1245;39;3;100
1;102;995;1737;37;1245;-1;3;100
1;103;612;2982;420;228;-1;2;98
1;104;1032;0;461;3210;-2;1;89
1;105;1032;0;461;1022;365;2;104
1;106;1032;1022;461;1022;366;2;104
1;107;1032;2044;461;1022;367;2;104
1;108;1032;3066;461;144;-1;2;104
1;109;1493;0;420;3210;-2;1;89
1;110;1493;0;420;572;-2;2;109
1;111;1493;0;369;572;368;3;110
1;112;1862;0;51;572;-1;3;110
1;113;1493;572;420;1737;302;2;109
1;114;1493;2309;420;572;-2;2;109
1;115;1493;2309;369;572;369;3;114
1;116;1862;2309;51;572;-1;3;114
1;117;1493;2881;420;329;-1;2;109
1;118;1913;0;462;3210;-2;1;89
1;119;1913;0;462;1194;180;2;118
1;120;1913;1194;462;2016;-1;2;118
1;121;2375;0;1739;3210;-2;1;89
1;122;2375;0;1739;740;-1;2;121
1;123;2375;740;1739;420;303;2;121
1;124;2375;1160;1739;2050;-1;2;121
1;125;4114;0;1886;3210;-1;1;89
2;126;0;0;6000;3210;-2;0;
2;127;0;0;466;3210;-2;1;126
2;128;0;0;466;1203;181;2;127
2;129;0;1203;466;1739;-2;2;127
2;130;0;1203;420;1739;304;3;129
2;131;420;1203;46;1739;-1;3;129
2;132;0;2942;466;268;-1;2;127
2;133;466;0;479;3210;-2;1;126
2;134;466;0;479;35;-1;2;133
2;135;466;35;479;1376;155;2;133
2;136;466;1411;479;1376;156;2;133
2;137;466;2787;479;423;-1;2;133
2;138;945;0;519;3210;-2;1;126
2;139;945;0;519;1593;90;2;138
2;140;945;1593;519;1203;-2;2;138
2;141;945;1593;466;1203;182;3;140
2;142;1411;1593;53;1203;-1;3;140
2;143;945;2796;519;414;-1;2;138
2;144;1464;0;470;3210;-2;1;126
2;145;1464;0;470;1273;183;2;144
2;146;1464;1273;470;1273;184;2;144
